index	hash	short_hash	date	author	prefix	category_hint	subject	reachable_from_head_main
17	9dc1fccab3ce9a8a2e8ef17734b50781e32c6175	9dc1fcca	2026-04-08T00:05:13+08:00	林禹安	refactor	foundation_openmdao_api_ci	refactor: 將 load_mapper.py print 改為 logger	yes
18	a36418854138d0ef10f32fc71308f8d549ac4a3f	a3641885	2026-04-08T00:05:56+08:00	林禹安	feat	foundation_openmdao_api_ci	feat: 新增 core/logging.py	yes
19	c2dd67e0da8abd2530df747d3ac63bfd8b9b231e	c2dd67e0	2026-04-08T00:06:47+08:00	林禹安	refactor	foundation_openmdao_api_ci	refactor: 將 oas_structural.py print 改為 logger	yes
20	045caca5dc723bb5ec853f7ab9421107c32d0331	045caca5	2026-04-08T00:13:12+08:00	林禹安	fix	foundation_openmdao_api_ci	fix: P0 修正 — 移除硬編碼、FSI修復、輸入驗證、動態段數	yes
21	50427cfec166e7cb34829cc55299fccad65f174d	50427cfe	2026-04-08T00:15:44+08:00	林禹安	chore	other	chore: 將 run_optimization_out/ 加入 .gitignore	yes
22	5d72eb9d782ef36984dd411f47fe36931b24201f	5d72eb9d	2026-04-08T00:18:03+08:00	林禹安	feat	other	feat: 新增 core/errors.py 結構化錯誤碼	yes
23	088ff8e5331d102e19e8ead3d35940593c010f7f	088ff8e5	2026-04-08T00:18:44+08:00	林禹安	test	tests_fixes_hardening	test: 新增完整 pipeline integration test	yes
24	2fd88c9906d9a8cc234301ef0974c84ee7ac3b42	2fd88c99	2026-04-08T00:19:11+08:00	林禹安	feat	foundation_openmdao_api_ci	feat: API 回應加入 error_code 欄位	yes
25	4154fb38d145c7a06df9fd5228ba92ab074d98a3	4154fb38	2026-04-08T00:20:23+08:00	林禹安	refactor	other	refactor: LoadMapper 改用 HPAError	yes
26	6c72d2a6cbd5fa08a3e994c89535bb59d561d346	6c72d2a6	2026-04-08T00:25:33+08:00	林禹安	test	foundation_openmdao_api_ci	test: 新增 API endpoint tests	yes
27	c73dd67f97d3bcaae0a20edaafb3ce1e29867396	c73dd67f	2026-04-08T00:36:05+08:00	林禹安	feat	foundation_openmdao_api_ci	feat: MaterialDB 加入 __contains__ 與 keys()	yes
28	829e3638b468742746eb7e4d29830ac91d8418c4	829e3638	2026-04-08T00:36:36+08:00	林禹安	fix	tests_fixes_hardening	fix: 將棄用的 np.trapz 改為 np.trapezoid	yes
29	d28b064b81dabf30c0d1f27bc95cd76192a373ba	d28b064b	2026-04-08T00:36:45+08:00	林禹安	chore	tests_fixes_hardening	chore: gitignore 加入 uv.lock 與 pytest_out/	yes
30	232ce6b2e0bd34ea0a6478f3c02f1683ec591eed	232ce6b2	2026-04-08T00:36:53+08:00	林禹安	build	foundation_openmdao_api_ci	build: 更新 pyproject.toml	yes
31	27d8f30e90de20317b36348160995fe11b11a951	27d8f30e	2026-04-08T00:38:34+08:00	林禹安	feat	aero_avl_vsp_airfoil	feat: VSPAero parser 加入 mtime-based LRU cache	yes
32	ea7925f98ef7a4d2d74e43afc46643e619e8153c	ea7925f9	2026-04-08T00:39:24+08:00	林禹安	feat	other	feat: Optimizer 加入兩階段計時	yes
33	e247e4a3a1941610522d73bceb6aa31999fc46ce	e247e4a3	2026-04-08T00:41:26+08:00	林禹安	feat	other	feat: run_optimization.py 改為 argparse CLI	yes
34	4014e64c2ad993b56df5510760f2e79a4a07018b	4014e64c	2026-04-08T00:41:43+08:00	林禹安	feat	foundation_openmdao_api_ci	feat: __init__.py 補充公開 API exports	yes
35	a8aed8596173aae1f11f74edf26a6561f18e0363	a8aed859	2026-04-08T00:42:03+08:00	林禹安	docs	structure_inverse_jig_dual_beam	docs: 標記 spar.py 為 deprecated legacy 模組	yes
36	bfbf71951bce908c0c7cd0c1e80310c947eb3069	bfbf7195	2026-04-08T00:42:16+08:00	林禹安	docs	foundation_openmdao_api_ci	docs: README 加入 OpenMDAO 架構 mermaid 圖	yes
37	e8d7f0c838f9c8bc844a994f7281b98699584aaa	e8d7f0c8	2026-04-08T10:23:47+08:00	林禹安	test	foundation_openmdao_api_ci	test: 補強 test_api_server.py materials 回傳格式測試	yes
38	00b1dbfef9cfdcee1746c293f835cc804cce7162	00b1dbfe	2026-04-08T10:32:41+08:00	林禹安	test	foundation_openmdao_api_ci	test: 補強 test_api_server.py optimize 成功回傳契約測試	yes
39	475e472ff8e992b235065d0729fdce85cf1a7b2c	475e472f	2026-04-08T10:33:10+08:00	林禹安	test	foundation_openmdao_api_ci	test: 補強 test_api_server.py export 錯誤回傳契約測試	yes
40	57a6ff66d6dd45676d18f89dfbcfc1affc578782	57a6ff66	2026-04-08T11:08:43+08:00	林禹安	docs	foundation_openmdao_api_ci	docs: 更新 codex_tasks.md 進度（P0-P3、P5-P6 完成）	yes
41	cea8e89dfcfbdcd188301392024c1c8a31e03343	cea8e89d	2026-04-08T11:12:27+08:00	林禹安	fix	foundation_openmdao_api_ci	fix: 修正 OpenMDAO get_val array→scalar DeprecationWarning	yes
42	c0c788c67e257c2db3a8e07b7443edf2db3e96ba	c0c788c6	2026-04-08T11:13:44+08:00	林禹安	docs	planning_docs_reports	docs: 新增 docs/examples 範例輸出快照	yes
43	9ca6e337341d1bdd1682513725ad8b62bebc3ca2	9ca6e337	2026-04-08T11:39:57+08:00	林禹安	test	tests_fixes_hardening	test: 新增 LoadMapper clip bug 驗證測試	yes
44	bb47f2aa14d46f6c542458d1d19915f0f92465cd	bb47f2aa	2026-04-08T11:57:04+08:00	林禹安	fix	tests_fixes_hardening	fix: LoadMapper 超出 aero 範圍時設載荷為 0（修正 total_lift 膨脹）	yes
45	243f70f60d553e4d3ca11bc8582db6b07bd9eb22	243f70f6	2026-04-08T12:03:49+08:00	林禹安	fix	tests_fixes_hardening	fix: TwistConstraintComp 改用 KS 聚合取全翼展最大 twist	yes
46	78d3ab4f2ea636301d30a6bf1c50fc22af8a5ba3	78d3ab4f	2026-04-08T12:05:15+08:00	林禹安	fix	tests_fixes_hardening	fix: ExternalLoadsComp 自重離散化改為 element-based lumped mass	yes
47	689b873a935143f19ccf2c43586a18464234e92b	689b873a	2026-04-08T12:42:23+08:00	林禹安	fix	tests_fixes_hardening	fix: Twist KS 聚合加入無因次化避免節點數偏置	yes
48	590fd12a9bf34e7cc37229668fee5e032efb73fe	590fd12a	2026-04-08T12:49:02+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: config 加入 shell buckling 參數	yes
49	7ad08f2d751f58ca9794f9c7e4ca216455cccc08	7ad08f2d	2026-04-08T12:50:24+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 新增 BucklingComp 殼體屈曲約束元件	yes
50	ea1ed047ee223e7811c6e78d9d305cc33eafff84	ea1ed047	2026-04-08T12:51:30+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 將 BucklingComp 接入 OpenMDAO problem	yes
51	3e7cb47094180859b82a29052ceffc27031c916b	3e7cb470	2026-04-08T13:00:47+08:00	林禹安	test	structure_inverse_jig_dual_beam	test: 新增 test_buckling.py 屈曲約束測試	yes
52	59c6b14335b59bfc372820183a0d96af9e7b92e7	59c6b143	2026-04-08T13:42:47+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: LoadMapper 警告訊息與 scale_factor docstring 精修	yes
53	6136746f9acfd8bdf2ad1373fac3ce17bb37f1a1	6136746f	2026-04-08T13:43:00+08:00	林禹安	chore	foundation_openmdao_api_ci	chore: .gitignore 加入 __main__*_out/ OpenMDAO 暫存輸出目錄	yes
54	e1dba2a2b7c558e50fdc0faa4298310e24d502ee	e1dba2a2	2026-04-08T13:45:42+08:00	林禹安	docs	planning_docs_reports	docs: 更新 codex_tasks.md 進度與新增 cleanup prompt	yes
55	0ec457676a5290954146c8f132182e9c1c9cfe8c	0ec45767	2026-04-08T13:52:31+08:00	林禹安	fix	tests_fixes_hardening	fix: optimizer.py 修正 get_val array→scalar DeprecationWarning	yes
56	bfdb0c3a1d767c99b68655885393a4b5ebfebb1e	bfdb0c3a	2026-04-08T13:53:40+08:00	林禹安	fix	tests_fixes_hardening	fix: 全面改用 np.trapezoid 取代 np.trapz	yes
57	a307361d5b8a0dba758ed7b07f8c0c52b628501b	a307361d	2026-04-08T14:07:50+08:00	林禹安	refactor	other	refactor: KS aggregation ρ 參數統一從 config.safety 讀取	yes
58	e6acd3559647085080bb2d60fef0541b1140364d	e6acd355	2026-04-08T14:59:12+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: scipy 優化路徑強制執行 buckling_index 約束（補強 silent failure）	yes
59	35b05171453f3fa304980beec1e427aeaf7d9e68	35b05171	2026-04-08T14:59:55+08:00	林禹安	test	structure_inverse_jig_dual_beam	test: 新增 test_optimizer_buckling.py 驗證 buckling 整合至 result/eval/summary	yes
60	0c2df8958c2b6edfe8112287569dc8a846b5db7f	0c2df895	2026-04-08T15:30:10+08:00	林禹安	chore	structure_inverse_jig_dual_beam	chore: 文件與 gitignore 收尾（buckling enforcement 完成後）	yes
61	fe41ee95f5c7316b41103711196351027cfa6118	fe41ee95	2026-04-08T17:06:21+08:00	林禹安	perf	structure_inverse_jig_dual_beam	perf: DualSparPropertiesComp 改用解析偏導數（對角稀疏 Jacobian）	yes
62	729068f7bb4ecf9774601613d43a239f1eaedf99	729068f7	2026-04-08T17:30:34+08:00	林禹安	test	structure_inverse_jig_dual_beam	test: 新增 test_spar_properties_partials.py 驗證解析偏導正確性	yes
63	8de2a4eb2a6fabc03e7c60431f816b548ca2623b	8de2a4eb	2026-04-08T17:43:15+08:00	林禹安	docs	planning_docs_reports	docs: 新對話交接準備（codex_tasks 進度更新 + 5 個新 prompt）	yes
64	ec47622d1ddb1e7bd2ced3c3ace34f414fa1209d	ec47622d	2026-04-08T18:25:40+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 啟用 SparOptimizer DE 多核心平行運算	yes
65	7a6ffc673b4559dcab2c3be83bf38c695dce6892	7a6ffc67	2026-04-08T18:31:58+08:00	林禹安	bench	foundation_openmdao_api_ci	bench: 比較 OpenMDAO driver 與 scipy 黑盒路徑（驗證 P3#13 解析偏導實際生效）	yes
66	0918420a98878cbac0dc7600dfa12f0fc18fa6e1	0918420a	2026-04-08T18:39:11+08:00	林禹安	fix	foundation_openmdao_api_ci	fix: 修正 scipy DE 多核心 workers=-1 的 pickling 崩潰	yes
67	ad4f37b26ffa6c688fb61b776335ca20bafa64b0	ad4f37b2	2026-04-08T18:56:19+08:00	林禹安	fix	validation_calculix_fem_apdl	fix: remove complex-step unsafe float casts and fix array dtypes in structural FEM	yes
68	b336135fbf1bf096f724d8df37427d42bd4e1cec	b336135f	2026-04-08T19:09:02+08:00	林禹安	fix	tests_fixes_hardening	fix: 將雙翼梁 warping 扭轉折減係數參數化	yes
69	4b54dd90c09d235b82e2b859eecbdebf415f299c	4b54dd90	2026-04-08T19:10:02+08:00	林禹安	test	tests_fixes_hardening	test: 新增全模型 check_totals 導數驗證	yes
70	9c21265d0057aed816357b1a85aa903bba874b94	9c21265d	2026-04-08T19:20:07+08:00	林禹安	feat	planning_docs_reports	feat: auto-sync optimization results to docs/examples for P5#22	yes
71	7ebcdf53993acebb2c2942dbe35c78486735db10	7ebcdf53	2026-04-08T19:22:44+08:00	林禹安	fix	validation_calculix_fem_apdl	fix: cleanup NumPy scalar deprecation and FEM matmul runtime warnings	yes
72	f38b324eeefa29e818a12b29ed91b6956a8716fb	f38b324e	2026-04-08T19:23:25+08:00	林禹安	test	structure_inverse_jig_dual_beam	test: mock SparOptimizer in API tests to reduce test execution time	yes
73	adf5adcbb3590fae64b263a9ab17b3e7b7f96703	adf5adcb	2026-04-08T19:43:08+08:00	林禹安	feat	other	feat: add load case schema and gravity scaling to external loads	yes
74	57df543650c2a7df290044ce39098ce87eedf491	57df5436	2026-04-08T19:47:19+08:00	林禹安	refactor	other	refactor: branch structural analysis into multiple load cases	yes
75	3db3a2f3ba09a06625c3d9f1918bae079743257a	3db3a2f3	2026-04-08T19:54:06+08:00	林禹安	feat	foundation_openmdao_api_ci	feat: enable OpenMDAO multi-load-case optimization and update tests	yes
76	ddc1a6921f62f7d70a4e3c868ce6ad3ce8c3ec02	ddc1a692	2026-04-08T20:15:16+08:00	林禹安	fix	tests_fixes_hardening	fix: resolve inconsistent thickness clipping and ensure ANSYS exporter uses optimized radii (C2, C3)	yes
77	ca0853e1d664c2515e4c3f6a5a0cc2aa724606ff	ca0853e1	2026-04-08T20:18:46+08:00	林禹安	fix	validation_calculix_fem_apdl	fix: raise AnalysisError on FEM failure and apply aero_scale to external loads (C1, M1)	yes
78	3157d78a852c8a7cc3d5386b7058c39c2d7f770a	3157d78a	2026-04-08T20:48:18+08:00	林禹安	feat	other	feat: enable STEP file export in optimization script for CAD inspection	yes
79	fbaa9285f5e4fe84692673e305396c01e57ef363	fbaa9285	2026-04-08T20:50:29+08:00	林禹安	perf	other	perf: implement lightweight evaluator and bound DE memory/workers (H1, H2)	yes
80	a87f8d4463fed169a91b7f92cafb21edff281d33	a87f8d44	2026-04-08T20:56:22+08:00	林禹安	fix	tests_fixes_hardening	fix: correct local frame projection and decouple hardcoded bounds to config (H3, H4)	yes
81	9c3707a82562897bd14fa40cf886cf9099d0438d	9c3707a8	2026-04-08T20:57:09+08:00	林禹安	docs	planning_docs_reports	docs: sync codex_tasks.md and create Milestone 1 release notes	yes
82	6da07d0b9f3d629f5a1794ee491e9cf371bfa356	6da07d0b	2026-04-08T21:32:19+08:00	林禹安	fix	tests_fixes_hardening	fix: 修正可行性判定納入 twist/deflection 並對齊單工況 case 限制	yes
83	7e632e0c3cca6d3a9c63aad6e02e5c7173cc348a	7e632e0c	2026-04-08T21:33:14+08:00	林禹安	refactor	other	refactor: 清理 Git 追蹤的 output 與 .DS_Store 產出檔	yes
84	58ce5c31a19c9193f4624fcf3a00d3688aa4b1e5	58ce5c31	2026-04-08T22:13:40+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: enforce main spar dominance in radius and bending stiffness	yes
85	11ec56e4c295f21d14ec8272f07d97e5ace3af1f	11ec56e4	2026-04-08T22:54:32+08:00	林禹安	refactor	other	refactor: M2 trivial hygiene pack（review finding 1/2/3/4）	yes
86	800c7ece62683e74197088b7c4349b84df7b6af1	800c7ece	2026-04-08T23:15:10+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: 修正 parallel-axis 軸向應力於 stress 與 buckling	yes
87	35c32fcf1412c1c71df62a4a83d67e42adce8475	35c32fcf	2026-04-08T23:16:36+08:00	林禹安	fix	tests_fixes_hardening	fix: 允許應力改採拉壓最小值	yes
88	65660d5483a3f352c7d52db57c71ef9712ae65e0	65660d54	2026-04-08T23:18:47+08:00	林禹安	fix	tests_fixes_hardening	fix: 新增段間半徑單調 taper 約束	yes
89	ffaf1a6e269564151b9be7980a166c8c1b88fcfa	ffaf1a6e	2026-04-08T23:24:37+08:00	林禹安	fix	tests_fixes_hardening	fix: 接入 Iz_equiv 修正 chordwise 剛性	yes
90	33902a3b47e2cf587776e512b0deb9c9f15d53a6	33902a3b	2026-04-08T23:25:53+08:00	林禹安	fix	tests_fixes_hardening	fix: 將 warping knockdown 預設調整為 0.5	yes
91	43d802c850903696f65c303e84df7d6ba6da18a9	43d802c8	2026-04-08T23:27:42+08:00	林禹安	"Revert ""fix"	tests_fixes_hardening	"Revert ""fix: 將 warping knockdown 預設調整為 0.5"""	yes
92	4309174fc9f53b5166f50f48750a3e897a0dd3c4	4309174f	2026-04-08T23:27:45+08:00	林禹安	"Revert ""fix"	tests_fixes_hardening	"Revert ""fix: 允許應力改採拉壓最小值"""	yes
93	a25ae3ee39ea28cc50c3e79b636a915cc0347e2b	a25ae3ee	2026-04-08T23:41:55+08:00	林禹安	refactor	foundation_openmdao_api_ci	refactor: 抽出 API 共用 helper 至 _shared.py（消除 server/mcp 重複）	yes
94	1711b753b05722e4851a850f3c09f556378cad12	1711b753	2026-04-08T23:50:02+08:00	林禹安	perf	structure_inverse_jig_dual_beam	perf: FSI 兩向耦合重用 SparOptimizer instance（消除 per-iter setup 開銷）	yes
95	56f5df8417d743f81d398940de58d2b480e04cf9	56f5df84	2026-04-09T00:02:32+08:00	林禹安	test	tests_fixes_hardening	test: 新增 Black Cat 004 golden value regression 測試	yes
96	3bc2856f32d9b0d74bc010dba0d71887da78c697	3bc2856f	2026-04-09T00:19:54+08:00	林禹安	refactor	other	refactor: 拆解 oas_structural.py（2191 行）為 7 個模組	yes
97	045ef73404b5a2cec9022c9c961907f71965c102	045ef734	2026-04-09T01:53:40+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: 封鎖 rear spar root 非物理厚壁並加入 inboard EI 次承載上限	yes
98	814a5709a902b8308fc22312f8a2d78087f60aab	814a5709	2026-04-09T02:21:32+08:00	林禹安	fix	tests_fixes_hardening	fix: 強化 failure-path NaN 與 sentinel 防呆	yes
99	f02a7703864392c8578ca88a932edee43969f019	f02a7703	2026-04-09T10:11:24+08:00	林禹安	fix	tests_fixes_hardening	fix: 修復 Ruff check 失敗與 E402 匯入順序	yes
100	6ba3d957e3a3f4d8fa57a5e847fbaff735368cd9	6ba3d957	2026-04-09T10:58:50+08:00	林禹安	fix	foundation_openmdao_api_ci	fix: 修復 CI pytest 的 fastapi 與 slow marker 問題	yes
101	a06bc1ebc673c2fcac003f68c3f1a05a12c33396	a06bc1eb	2026-04-09T11:12:01+08:00	林禹安	chore	other	chore: clean up solver output artifacts and simplify .gitignore	yes
102	9901652a77a55f8d0cd664266f72b80316fbd660	9901652a	2026-04-09T11:28:04+08:00	林禹安	fix	foundation_openmdao_api_ci	fix: 修復 test_api_server 的 E402 與 fastapi 缺失跳過	yes
103	3a270298398c61ed3363816d763787274f09557c	3a270298	2026-04-09T11:50:08+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 修復 vspaero cache 測試的 os.stat 汙染	yes
104	8450fc6152772c1ac81d4e2ddd27ba6cc642a5e2	8450fc61	2026-04-09T12:01:53+08:00	林禹安	test	aero_avl_vsp_airfoil	test: 為 golden 回歸測試加上 requires_vspaero 與資產檢查	yes
105	78cbd87ed281958a273903e07148db5189d79dd1	78cbd87e	2026-04-09T12:08:25+08:00	林禹安	test	aero_avl_vsp_airfoil	test: 修正 vspaero cache 測試避免 3.11 的 StopIteration	yes
106	7a9f6fb5636f7b7a5835c717e4ea52b736ea2049	7a9f6fb5	2026-04-09T12:23:00+08:00	林禹安	test	tests_fixes_hardening	test: 補強 test_optimizer_cache.py 快取鍵碰撞測試	yes
107	ae75ff846005dd54eeef46b4e757cbfba8f38451	ae75ff84	2026-04-09T13:10:38+08:00	林禹安	fix	tests_fixes_hardening	fix: 強化 auto 分支採用完整可行性檢查	yes
108	111fced9858a99eb2ca0b49d2ed77651789720a0	111fced9	2026-04-09T13:17:14+08:00	林禹安	fix	foundation_openmdao_api_ci	fix: 提升 scipy 快取鍵四捨五入精度	yes
109	d939a62523b10f899db73be0bf6f4ad49aa8c18b	d939a625	2026-04-09T13:24:07+08:00	林禹安	fix	foundation_openmdao_api_ci	fix: 常駐記錄 scipy evaluator 執行計數器	yes
110	c9b22aa68cf4feba2c1e92ea29b1f293be23ea72	c9b22aa6	2026-04-09T14:47:44+08:00	林禹安	feat(optimizer)	foundation_openmdao_api_ci	feat(optimizer): switch production path to auto (OpenMDAO) and update baseline	yes
111	d13c600de6b415630b40343c7c7b1e99ab76a1dd	d13c600d	2026-04-09T14:50:22+08:00	林禹安	fix	foundation_openmdao_api_ci	fix: log scipy SLSQP rejection reason on DE fallback	yes
112	577eff87c1af639bd7bf5241cb64d1012e117112	577eff87	2026-04-09T15:24:03+08:00	林禹安	fix(structure)	tests_fixes_hardening	fix(structure): use min(tensile, compressive) strength for stress allowable (Finding F13)	yes
113	9fbee5a962d98d7721f6777cfb9795a9e0931ccc	9fbee5a9	2026-04-09T15:29:19+08:00	林禹安	feat(config)	other	feat(config): reduce warping knockdown to 0.5 for balsa rib realism	yes
114	a10eb7d1efd915745aaec481d9af72eb2fdf8b2e	a10eb7d1	2026-04-09T16:23:08+08:00	林禹安	docs	planning_docs_reports	docs: add Grand Blueprint and Phase I Milestone 2-3 Codex prompts	yes
115	2b7f01fad8456e4bd25feadce65ee9fb5bf81ef9	2b7f01fa	2026-04-09T16:38:42+08:00	林禹安	feat(structure)	other	feat(structure): add adjacent-segment thickness smoothness constraint (Finding F6)	yes
116	12ba9bf1bb3d53a3da8efccde3ac4b6c493374e1	12ba9bf1	2026-04-09T16:39:06+08:00	林禹安	feat(structure)	other	feat(structure): complete main/rear thickness step constraints wiring (Finding F6)	yes
117	4c4a3b0c71fe7e34c193fc5a91907cd6eacc2cba	4c4a3b0c	2026-04-09T17:13:24+08:00	林禹安	feat	other	feat: 新增 blackcat_004 multi-load-case 範例與 golden 測試	yes
118	08ac60a2c9e5e4af7303e16e1f6bf3e36d416dcb	08ac60a2	2026-04-09T17:21:41+08:00	林禹安	docs	planning_docs_reports	docs: update optimization_summary.txt from post-F6 production run	yes
119	0d5442273cfb0c1f2f36f35bcced0feb698d2e94	0d544227	2026-04-09T17:30:53+08:00	林禹安	feat	other	feat: 新增 blackcat_004_fsi one-way FSI production 範例	yes
120	2db676a126348e3cc8929a0e9e475d54f5039af9	2db676a1	2026-04-09T17:54:56+08:00	林禹安	fix	tests_fixes_hardening	fix: 修正 blackcat_004_multi 載荷案例並更新 multi-case golden baseline	yes
121	84604ad4d0049153bf42fc558d4a19f80fe97ed3	84604ad4	2026-04-09T18:11:34+08:00	林禹安	docs	planning_docs_reports	docs: 註記 multi-case golden 為 4G 等效回歸案例	yes
122	768ba08cb22bb168717bd742baed5b4a02489ec2	768ba08c	2026-04-09T18:23:39+08:00	林禹安	feat(cad)	other	feat(cad): add deformed-shape STEP export for flight-shape visualization (M3c)	yes
123	f47b805e6c50272b26ce6f0d0bd5189f3cb3ba88	f47b805e	2026-04-09T18:38:20+08:00	林禹安	docs	planning_docs_reports	docs: update blueprint to Milestone 3 complete + add M4 Codex prompts	yes
124	ae643e4ddf7ef71f945727a5dc7cf849a1b96735	ae643e4d	2026-04-09T18:41:11+08:00	林禹安	test	tests_fixes_hardening	test: 補強 test_extract_results_finite_guard.py 功能測試	yes
125	e704aa41247f0c105f17d017726124a0bebee647	e704aa41	2026-04-09T18:48:00+08:00	林禹安	feat	other	feat: 擴充 Phase II 材料庫與載入驗證	yes
126	0dd127598e9a3c795591db340b2746e0cd37fbec	0dd12759	2026-04-09T18:51:52+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 加入 lift wire 軸向預壓縮分析	yes
127	bb02d13a1f0850237325bf7ceb32bd0a43e961f1	bb02d13a	2026-04-09T18:54:54+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 加入 rear spar 重力扭矩載重（F12）	yes
128	fe64842190f7a1eedd0eb2e9d561bcc487bb6267	fe648421	2026-04-09T18:59:54+08:00	林禹安	feat	other	feat: 完成 F11 離散 OD 後處理並同步扭矩符號修正	yes
129	6a31112f699468dbf5973745e306b151d2ce0586	6a31112f	2026-04-09T19:25:55+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: 修正 rear spar 重力扭矩隨實際設計質量變化	yes
130	7d8b095ee041df9ca6c5814b72b9fafcff26aefd	7d8b095e	2026-04-09T19:26:23+08:00	林禹安	fix	tests_fixes_hardening	fix: 讓 discrete OD 真正重新驗證 snapped 設計	yes
131	ded904b122395c51896d08b388b5faf3b76f80a0	ded904b1	2026-04-09T19:30:23+08:00	林禹安	fix	tests_fixes_hardening	fix: 避免 discrete OD 超出 catalog 時向下夾縮	yes
132	f6624ce104b772fff1f2fb88e1623361c5f4abe1	f6624ce1	2026-04-09T21:12:06+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: 統一 aero 載重 ownership 並刷新 FSI wire 預壓	yes
133	033bae6b672bdc290dd0649abbac982b5b5d6c5e	033bae6b	2026-04-09T21:12:51+08:00	林禹安	fix	tests_fixes_hardening	fix: 統一 z_camber 單位並同步 ANSYS 匯出	yes
134	9200b70d184a520b812e99baed0db3eeb96f4be9	9200b70d	2026-04-09T21:17:29+08:00	林禹安	fix	tests_fixes_hardening	fix: 將 LoadMapper 預設改為線性插值	yes
135	8e4fa85b706a0c9abd2f79061407c5b337d8f151	8e4fa85b	2026-04-09T22:49:03+08:00	林禹安	fix	tests_fixes_hardening	fix: 擴充碳管 catalog 至 120mm	yes
